/dynamic-menu/landing/about-us/*,/landing-page/about-us/*
/dynamic-menu/landing/contact-us/*,/landing-page/contact-us/*
/dynamic-menu/landing/our-services/*,/landing-page/our-services/*
/dynamic-menu/landing/videos/*,/landing-page/videos/*
/dynamic-menu/landing/why-choose-us/*,/landing-page/why-choose-us/*
/fragments/*,/relationship-fragments/*
/fragments/blog-fragments/*,/fragments/blog-fragment/*
/fragments/event-fragmens/*,/fragments/event-fragment/*
/fragments/location-fragments/*,/fragments/location-fragment/*
/fragments/patient-stories-fragment/*,/fragments/patient-story-fragment/*
/locations/neurology-insitute/*,/locations/neurology-institute/*
/locations/scorpion-university/*,/locations/quicksilver-test-location/*
/locations/test-test/*,/locations/scorpion-university/*
/my-healthcare-portal/*,/patient-portal/*
/our-services/immuology/*,/our-services/immunology/*
/our-services/pediatrics/*,/our-services/pediatric-clinic/*
/panels/before-and-after/case/*,/panels/before-and-after/folder/*
/physician-directory/*,/provider-directory/*
/relationship-fragments/physician-fragment/*,/relationship-fragments/provider-fragment/*
